# Comment at the beginning of the file
7504.23   0.05   0.13
7515.09   0.02   0.13
7515.83   0.11   0.12
7515.90   0.11   0.12
7522.73   0.52   0.13
7523.17   0.10   0.12
7523.29   0.10   0.12
7525.10   0.49   0.13
7533.37   0.12   0.14
