# lam   depth   FWHM    EW
7504.23,0.04758,0.12852,6.509960
7515.09,0.02124,0.12858,2.906420
7515.83,0.10727,0.11850,13.53087
7515.90,0.10732,0.11898,13.59263
7522.73,0.51513,0.13063,71.63131
7523.17,0.10325,0.12242,13.45447
7523.29,0.10310,0.12179,13.36595
7525.10,0.49421,0.13354,70.24878
7533.37,0.12350,0.13955,18.34531
